tick,day,hour,S_susceptible,I_total_infect,new_infect,R_total_recov,new_recov
260,10,20,3305,522,7,173,4
261,10,21,3299,525,6,176,3
262,10,22,3295,528,4,177,1
263,10,23,3286,536,9,178,1
264,11,0,3273,549,13,178,0
265,11,1,3265,554,8,181,3
266,11,2,3256,560,9,184,3
267,11,3,3248,566,8,186,2
268,11,4,3235,576,13,189,3
269,11,5,3228,579,7,193,4
270,11,6,3219,586,9,195,2
271,11,7,3207,596,12,197,2
272,11,8,3201,601,6,198,1
273,11,9,3188,613,13,199,1
274,11,10,3178,623,10,199,0
275,11,11,3163,638,15,199,0
276,11,12,3152,645,11,203,4
277,11,13,3145,650,7,205,2
278,11,14,3136,656,9,208,3
279,11,15,3124,664,12,212,4
280,11,16,3118,666,6,216,4
281,11,17,3108,671,10,221,5
282,11,18,3098,674,10,228,7
283,11,19,3084,685,14,231,3
284,11,20,3068,695,16,237,6
285,11,21,3060,702,8,238,1
286,11,22,3051,710,9,239,1
287,11,23,3042,717,9,241,2
288,12,0,3030,726,12,244,3
289,12,1,3018,734,12,248,4
290,12,2,3006,746,12,248,0
291,12,3,2992,757,14,251,3
292,12,4,2980,767,12,253,2
293,12,5,2965,779,15,256,3
294,12,6,2951,787,14,262,6
295,12,7,2933,803,18,264,2
296,12,8,2920,815,13,265,1
297,12,9,2914,818,6,268,3
298,12,10,2902,828,12,270,2
299,12,11,2890,837,12,273,3
300,12,12,2878,846,12,276,3
301,12,13,2859,862,19,279,3
302,12,14,2847,870,12,283,4
303,12,15,2827,887,20,286,3
304,12,16,2818,890,9,292,6
305,12,17,2806,895,12,299,7
306,12,18,2798,899,8,303,4
307,12,19,2778,916,20,306,3
308,12,20,2765,926,13,309,3
309,12,21,2745,945,20,310,1
310,12,22,2736,954,9,310,0
311,12,23,2726,958,10,316,6
312,13,0,2711,971,15,318,2
313,13,1,2692,988,19,320,2
314,13,2,2682,994,10,324,4
315,13,3,2666,1005,16,329,5
316,13,4,2653,1013,13,334,5
317,13,5,2639,1021,14,340,6
318,13,6,2621,1036,18,343,3
319,13,7,2605,1046,16,349,6
320,13,8,2593,1055,12,352,3
321,13,9,2574,1072,19,354,2
322,13,10,2555,1089,19,356,2
323,13,11,2539,1101,16,360,4
324,13,12,2524,1112,15,364,4
325,13,13,2511,1121,13,368,4
326,13,14,2493,1135,18,372,4
327,13,15,2473,1151,20,376,4
328,13,16,2463,1157,10,380,4
329,13,17,2448,1170,15,382,2
330,13,18,2431,1185,17,384,2
331,13,19,2417,1195,14,388,4
332,13,20,2404,1199,13,397,9
333,13,21,2393,1203,11,404,7
334,13,22,2374,1219,19,407,3
335,13,23,2352,1240,22,408,1
336,14,0,2346,1242,6,412,4
337,14,1,2327,1257,19,416,4
338,14,2,2316,1263,11,421,5
339,14,3,2304,1267,12,429,8
340,14,4,2285,1282,19,433,4
341,14,5,2260,1305,25,435,2
342,14,6,2248,1309,12,443,8
343,14,7,2228,1325,20,447,4
344,14,8,2213,1337,15,450,3
345,14,9,2198,1341,15,461,11
346,14,10,2185,1349,13,466,5
347,14,11,2167,1366,18,467,1
348,14,12,2155,1375,12,470,3
349,14,13,2138,1386,17,476,6
350,14,14,2119,1401,19,480,4
351,14,15,2099,1416,20,485,5
352,14,16,2093,1419,6,488,3
353,14,17,2082,1425,11,493,5
354,14,18,2064,1438,18,498,5
355,14,19,2049,1447,15,504,6
356,14,20,2038,1451,11,511,7
357,14,21,2020,1459,18,521,10
358,14,22,2001,1472,19,527,6
359,14,23,1993,1476,8,531,4
360,15,0,1979,1484,14,537,6
361,15,1,1970,1486,9,544,7
362,15,2,1953,1496,17,551,7
363,15,3,1939,1506,14,555,4
364,15,4,1922,1519,17,559,4
365,15,5,1907,1531,15,562,3
366,15,6,1891,1543,16,566,4
367,15,7,1878,1546,13,576,10
368,15,8,1867,1547,11,586,10
369,15,9,1852,1558,15,590,4
370,15,10,1833,1570,19,597,7
371,15,11,1818,1583,15,599,2
372,15,12,1802,1591,16,607,8
373,15,13,1788,1597,14,615,8
374,15,14,1773,1601,15,626,11
375,15,15,1767,1598,6,635,9
376,15,16,1753,1605,14,642,7
377,15,17,1736,1620,17,644,2
378,15,18,1718,1631,18,651,7
379,15,19,1694,1647,24,659,8
380,15,20,1678,1661,16,661,2
381,15,21,1664,1667,14,669,8
382,15,22,1648,1674,16,678,9
383,15,23,1626,1689,22,685,7
384,16,0,1609,1700,17,691,6
385,16,1,1593,1711,16,696,5
386,16,2,1577,1721,16,702,6
387,16,3,1564,1726,13,710,8
388,16,4,1543,1743,21,714,4
389,16,5,1534,1742,9,724,10
390,16,6,1524,1745,10,731,7
391,16,7,1504,1758,20,738,7
392,16,8,1488,1763,16,749,11
393,16,9,1477,1767,11,756,7
394,16,10,1469,1769,8,762,6
395,16,11,1451,1782,18,767,5
396,16,12,1435,1786,16,779,12
397,16,13,1421,1792,14,787,8
398,16,14,1412,1797,9,791,4
399,16,15,1390,1813,22,797,6
400,16,16,1381,1819,9,800,3
401,16,17,1370,1825,11,805,5
402,16,18,1360,1829,10,811,6
403,16,19,1349,1829,11,822,11
404,16,20,1341,1830,8,829,7
405,16,21,1330,1835,11,835,6
406,16,22,1315,1845,15,840,5
407,16,23,1300,1851,15,849,9
408,17,0,1287,1857,13,856,7
409,17,1,1272,1868,15,860,4
410,17,2,1264,1868,8,868,8
411,17,3,1248,1876,16,876,8
412,17,4,1240,1873,8,887,11
413,17,5,1225,1882,15,893,6
414,17,6,1207,1896,18,897,4
415,17,7,1196,1900,11,904,7
416,17,8,1186,1906,10,908,4
417,17,9,1176,1908,10,916,8
418,17,10,1163,1915,13,922,6
419,17,11,1143,1927,20,930,8
420,17,12,1129,1930,14,941,11
421,17,13,1123,1927,6,950,9
422,17,14,1114,1932,9,954,4
423,17,15,1103,1934,11,963,9
424,17,16,1095,1935,8,970,7
425,17,17,1089,1937,6,974,4
426,17,18,1078,1935,11,987,13
427,17,19,1064,1940,14,996,9
428,17,20,1055,1944,9,1001,5
429,17,21,1044,1950,11,1006,5
430,17,22,1033,1951,11,1016,10
431,17,23,1023,1953,10,1024,8
432,18,0,1013,1955,10,1032,8
433,18,1,998,1964,15,1038,6
434,18,2,990,1960,8,1050,12
435,18,3,977,1965,13,1058,8
436,18,4,973,1959,4,1068,10
437,18,5,956,1969,17,1075,7
438,18,6,945,1965,11,1090,15
439,18,7,935,1966,10,1099,9
440,18,8,924,1969,11,1107,8
441,18,9,921,1967,3,1112,5
442,18,10,912,1968,9,1120,8
443,18,11,899,1977,13,1124,4
444,18,12,890,1978,9,1132,8
445,18,13,877,1979,13,1144,12
446,18,14,871,1974,6,1155,11
447,18,15,867,1972,4,1161,6
448,18,16,859,1969,8,1172,11
449,18,17,852,1970,7,1178,6
450,18,18,845,1968,7,1187,9
451,18,19,831,1978,14,1191,4
452,18,20,825,1977,6,1198,7
453,18,21,815,1978,10,1207,9
454,18,22,811,1974,4,1215,8
455,18,23,801,1979,10,1220,5
456,19,0,793,1979,8,1228,8
457,19,1,784,1981,9,1235,7
458,19,2,779,1980,5,1241,6
459,19,3,769,1981,10,1250,9
460,19,4,754,1990,15,1256,6
461,19,5,747,1987,7,1266,10
462,19,6,740,1990,7,1270,4
463,19,7,732,1988,8,1280,10
464,19,8,723,1984,9,1293,13
465,19,9,713,1984,10,1303,10
466,19,10,708,1982,5,1310,7
467,19,11,697,1983,11,1320,10
468,19,12,690,1979,7,1331,11
469,19,13,681,1982,9,1337,6
470,19,14,676,1982,5,1342,5
471,19,15,663,1986,13,1351,9
472,19,16,653,1991,10,1356,5
473,19,17,644,1992,9,1364,8
474,19,18,634,1999,10,1367,3
475,19,19,628,1994,6,1378,11
476,19,20,626,1988,2,1386,8
477,19,21,618,1985,8,1397,11
478,19,22,614,1977,4,1409,12
479,19,23,607,1978,7,1415,6
480,20,0,604,1970,3,1426,11
481,20,1,598,1967,6,1435,9
482,20,2,589,1968,9,1443,8
483,20,3,585,1961,4,1454,11
484,20,4,581,1954,4,1465,11
485,20,5,576,1954,5,1470,5
486,20,6,570,1953,6,1477,7
487,20,7,561,1948,9,1491,14
488,20,8,554,1939,7,1507,16
489,20,9,550,1938,4,1512,5
490,20,10,542,1943,8,1515,3
491,20,11,535,1944,7,1521,6
492,20,12,530,1940,5,1530,9
493,20,13,528,1924,2,1548,18
494,20,14,518,1927,10,1555,7
495,20,15,515,1924,3,1561,6
496,20,16,508,1923,7,1569,8
497,20,17,496,1925,12,1579,10
498,20,18,486,1928,10,1586,7
499,20,19,480,1927,6,1593,7
500,20,20,477,1916,3,1607,14
501,20,21,476,1905,1,1619,12
502,20,22,468,1908,8,1624,5
503,20,23,467,1899,1,1634,10
504,21,0,461,1901,6,1638,4
505,21,1,454,1896,7,1650,12
506,21,2,453,1887,1,1660,10
507,21,3,450,1885,3,1665,5
508,21,4,447,1881,3,1672,7
509,21,5,439,1871,8,1690,18
510,21,6,433,1868,6,1699,9
511,21,7,429,1866,4,1705,6
512,21,8,425,1863,4,1712,7
513,21,9,421,1856,4,1723,11
514,21,10,415,1852,6,1733,10
515,21,11,411,1846,4,1743,10
516,21,12,409,1837,2,1754,11
517,21,13,402,1834,7,1764,10
518,21,14,397,1828,5,1775,11
519,21,15,389,1825,8,1786,11
520,21,16,385,1825,4,1790,4
521,21,17,384,1818,1,1798,8
522,21,18,381,1814,3,1805,7
523,21,19,380,1809,1,1811,6
524,21,20,378,1803,2,1819,8
525,21,21,372,1799,6,1829,10
526,21,22,364,1799,8,1837,8
527,21,23,359,1800,5,1841,4
528,22,0,353,1800,6,1847,6
529,22,1,350,1797,3,1853,6
530,22,2,347,1795,3,1858,5
531,22,3,344,1789,3,1867,9
532,22,4,343,1784,1,1873,6
533,22,5,340,1779,3,1881,8
534,22,6,336,1775,4,1889,8
535,22,7,332,1776,4,1892,3
536,22,8,325,1776,7,1899,7
537,22,9,325,1768,0,1907,8
538,22,10,322,1761,3,1917,10
539,22,11,319,1756,3,1925,8
540,22,12,316,1753,3,1931,6
541,22,13,315,1752,1,1933,2
542,22,14,310,1750,5,1940,7
543,22,15,308,1748,2,1944,4
544,22,16,305,1747,3,1948,4
545,22,17,301,1744,4,1955,7
546,22,18,300,1740,1,1960,5
547,22,19,297,1737,3,1966,6
548,22,20,296,1730,1,1974,8
549,22,21,292,1728,4,1980,6
550,22,22,291,1721,1,1988,8
551,22,23,287,1718,4,1995,7
552,23,0,283,1719,4,1998,3
553,23,1,282,1717,1,2001,3
554,23,2,276,1716,6,2008,7
555,23,3,275,1711,1,2014,6
556,23,4,272,1703,3,2025,11
557,23,5,271,1699,1,2030,5
558,23,6,268,1696,3,2036,6
559,23,7,263,1697,5,2040,4
560,23,8,262,1689,1,2049,9
561,23,9,260,1685,2,2055,6
562,23,10,259,1680,1,2061,6
563,23,11,258,1677,1,2065,4
564,23,12,256,1670,2,2074,9
565,23,13,254,1670,2,2076,2
566,23,14,251,1668,3,2081,5
567,23,15,249,1661,2,2090,9
568,23,16,248,1654,1,2098,8
569,23,17,247,1645,1,2108,10
570,23,18,247,1637,0,2116,8
571,23,19,243,1631,4,2126,10
572,23,20,240,1630,3,2130,4
573,23,21,240,1622,0,2138,8
574,23,22,239,1613,1,2148,10
575,23,23,238,1607,1,2155,7
576,24,0,237,1605,1,2158,3
577,24,1,234,1605,3,2161,3
578,24,2,231,1604,3,2165,4
579,24,3,229,1599,2,2172,7
580,24,4,226,1592,3,2182,10
581,24,5,224,1589,2,2187,5
582,24,6,223,1583,1,2194,7
583,24,7,221,1576,2,2203,9
584,24,8,220,1570,1,2210,7
585,24,9,219,1564,1,2217,7
586,24,10,218,1559,1,2223,6
587,24,11,218,1554,0,2228,5
588,24,12,216,1552,2,2232,4
589,24,13,213,1548,3,2239,7
590,24,14,211,1542,2,2247,8
591,24,15,206,1541,5,2253,6
592,24,16,202,1539,4,2259,6
593,24,17,200,1537,2,2263,4
594,24,18,197,1533,3,2270,7
595,24,19,195,1527,2,2278,8
596,24,20,195,1523,0,2282,4
597,24,21,194,1514,1,2292,10
598,24,22,194,1507,0,2299,7
599,24,23,192,1498,2,2310,11
600,25,0,190,1499,2,2311,1
601,25,1,189,1494,1,2317,6
602,25,2,188,1490,1,2322,5
603,25,3,186,1483,2,2331,9
604,25,4,185,1479,1,2336,5
605,25,5,185,1468,0,2347,11
606,25,6,184,1458,1,2358,11
607,25,7,184,1452,0,2364,6
608,25,8,183,1445,1,2372,8
609,25,9,182,1440,1,2378,6
610,25,10,182,1438,0,2380,2
611,25,11,182,1427,0,2391,11
612,25,12,182,1423,0,2395,4
613,25,13,182,1417,0,2401,6
614,25,14,181,1412,1,2407,6
615,25,15,179,1410,2,2411,4
616,25,16,177,1410,2,2413,2
617,25,17,177,1408,0,2415,2
618,25,18,176,1402,1,2422,7
619,25,19,173,1398,3,2429,7
620,25,20,170,1391,3,2439,10
621,25,21,170,1385,0,2445,6
622,25,22,169,1379,1,2452,7
623,25,23,168,1375,1,2457,5
624,26,0,163,1374,5,2463,6
625,26,1,162,1369,1,2469,6
626,26,2,162,1363,0,2475,6
627,26,3,160,1360,2,2480,5
628,26,4,159,1356,1,2485,5
629,26,5,158,1350,1,2492,7
630,26,6,158,1340,0,2502,10
631,26,7,155,1336,3,2509,7
632,26,8,153,1334,2,2513,4
633,26,9,151,1330,2,2519,6
634,26,10,150,1328,1,2522,3
635,26,11,150,1321,0,2529,7
636,26,12,148,1319,2,2533,4
637,26,13,148,1314,0,2538,5
638,26,14,146,1310,2,2544,6
639,26,15,144,1304,2,2552,8
640,26,16,144,1300,0,2556,4
641,26,17,142,1296,2,2562,6
642,26,18,142,1285,0,2573,11
643,26,19,142,1277,0,2581,8
644,26,20,141,1272,1,2587,6
645,26,21,140,1269,1,2591,4
646,26,22,139,1269,1,2592,1
647,26,23,133,1269,6,2598,6
648,27,0,133,1266,0,2601,3
649,27,1,133,1259,0,2608,7
650,27,2,132,1253,1,2615,7
651,27,3,130,1252,2,2618,3
652,27,4,130,1243,0,2627,9
653,27,5,129,1240,1,2631,4
654,27,6,128,1235,1,2637,6
655,27,7,127,1231,1,2642,5
656,27,8,125,1230,2,2645,3
657,27,9,124,1225,1,2651,6
658,27,10,124,1221,0,2655,4
659,27,11,122,1216,2,2662,7
660,27,12,122,1214,0,2664,2
661,27,13,122,1206,0,2672,8
662,27,14,122,1201,0,2677,5
663,27,15,121,1199,1,2680,3
664,27,16,120,1197,1,2683,3
665,27,17,118,1195,2,2687,4
666,27,18,117,1191,1,2692,5
667,27,19,117,1188,0,2695,3
668,27,20,117,1182,0,2701,6
669,27,21,116,1178,1,2706,5
670,27,22,116,1174,0,2710,4
671,27,23,114,1170,2,2716,6
672,28,0,114,1166,0,2720,4
673,28,1,113,1159,1,2728,8
674,28,2,112,1157,1,2731,3
675,28,3,112,1154,0,2734,3
676,28,4,111,1143,1,2746,12
677,28,5,111,1141,0,2748,2
678,28,6,110,1138,1,2752,4
679,28,7,109,1132,1,2759,7
680,28,8,109,1131,0,2760,1
681,28,9,109,1124,0,2767,7
682,28,10,108,1121,1,2771,4
683,28,11,108,1114,0,2778,7
684,28,12,108,1111,0,2781,3
685,28,13,108,1102,0,2790,9
686,28,14,108,1097,0,2795,5
687,28,15,107,1094,1,2799,4
688,28,16,106,1094,1,2800,1
689,28,17,106,1087,0,2807,7
690,28,18,106,1083,0,2811,4
691,28,19,106,1081,0,2813,2
692,28,20,106,1077,0,2817,4
693,28,21,106,1071,0,2823,6
694,28,22,106,1068,0,2826,3
695,28,23,106,1061,0,2833,7
696,29,0,104,1061,2,2835,2
697,29,1,104,1056,0,2840,5
698,29,2,104,1052,0,2844,4
699,29,3,104,1049,0,2847,3
700,29,4,104,1044,0,2852,5
701,29,5,104,1040,0,2856,4
702,29,6,104,1038,0,2858,2
703,29,7,104,1032,0,2864,6
704,29,8,104,1029,0,2867,3
705,29,9,104,1026,0,2870,3
706,29,10,104,1022,0,2874,4
707,29,11,104,1021,0,2875,1
708,29,12,104,1018,0,2878,3
709,29,13,102,1018,2,2880,2
710,29,14,102,1013,0,2885,5
711,29,15,102,1010,0,2888,3
712,29,16,101,1008,1,2891,3
713,29,17,101,1006,0,2893,2
714,29,18,101,1003,0,2896,3
715,29,19,101,1000,0,2899,3
716,29,20,100,999,1,2901,2
717,29,21,100,996,0,2904,3
718,29,22,98,991,2,2911,7
719,29,23,98,989,0,2913,2
720,30,0,98,986,0,2916,3
721,30,1,97,980,1,2923,7
722,30,2,97,978,0,2925,2
723,30,3,96,972,1,2932,7
724,30,4,96,970,0,2934,2
725,30,5,96,968,0,2936,2
726,30,6,96,961,0,2943,7
727,30,7,96,960,0,2944,1
728,30,8,96,956,0,2948,4
729,30,9,96,955,0,2949,1
730,30,10,95,953,1,2952,3
731,30,11,95,945,0,2960,8
732,30,12,95,942,0,2963,3
733,30,13,93,939,2,2968,5
734,30,14,92,936,1,2972,4
735,30,15,92,931,0,2977,5
736,30,16,92,928,0,2980,3
737,30,17,91,927,1,2982,2
738,30,18,91,921,0,2988,6
739,30,19,91,917,0,2992,4
740,30,20,91,908,0,3001,9
741,30,21,91,906,0,3003,2
742,30,22,91,898,0,3011,8
743,30,23,91,891,0,3018,7
744,31,0,90,890,1,3020,2
745,31,1,90,889,0,3021,1
746,31,2,88,884,2,3028,7
747,31,3,88,880,0,3032,4
748,31,4,87,879,1,3034,2
749,31,5,86,876,1,3038,4
750,31,6,86,869,0,3045,7
751,31,7,85,867,1,3048,3
752,31,8,85,865,0,3050,2
753,31,9,85,863,0,3052,2
754,31,10,85,857,0,3058,6
755,31,11,85,855,0,3060,2
756,31,12,85,847,0,3068,8
757,31,13,85,846,0,3069,1
758,31,14,85,839,0,3076,7
759,31,15,84,835,1,3081,5
760,31,16,84,827,0,3089,8
761,31,17,84,823,0,3093,4
762,31,18,84,819,0,3097,4
763,31,19,84,815,0,3101,4
764,31,20,84,812,0,3104,3
765,31,21,84,810,0,3106,2
766,31,22,84,808,0,3108,2
767,31,23,84,805,0,3111,3
768,32,0,84,801,0,3115,4
769,32,1,84,797,0,3119,4
770,32,2,84,794,0,3122,3
771,32,3,84,792,0,3124,2
772,32,4,84,787,0,3129,5
773,32,5,84,784,0,3132,3
774,32,6,84,782,0,3134,2
775,32,7,83,780,1,3137,3
776,32,8,83,776,0,3141,4
777,32,9,83,773,0,3144,3
778,32,10,83,768,0,3149,5
779,32,11,82,765,1,3153,4
780,32,12,81,765,1,3154,1
781,32,13,81,762,0,3157,3
782,32,14,81,758,0,3161,4
783,32,15,80,757,1,3163,2
784,32,16,80,752,0,3168,5
785,32,17,80,749,0,3171,3
786,32,18,79,747,1,3174,3
787,32,19,79,744,0,3177,3
788,32,20,78,744,1,3178,1
789,32,21,78,744,0,3178,0
790,32,22,78,740,0,3182,4
791,32,23,77,739,1,3184,2
792,33,0,77,736,0,3187,3
793,33,1,77,735,0,3188,1
794,33,2,76,733,1,3191,3
