tick,day,hour,S_susceptible,I_total_infect,new_infect,R_total_recov,new_recov
117,4,21,3905,82,3,13,0
118,4,22,3904,83,1,13,0
119,4,23,3902,85,2,13,0
120,5,0,3900,87,2,13,0
121,5,1,3896,90,4,14,1
122,5,2,3895,91,1,14,0
123,5,3,3895,90,0,15,1
124,5,4,3895,89,0,16,1
125,5,5,3894,90,1,16,0
126,5,6,3891,93,3,16,0
127,5,7,3889,95,2,16,0
128,5,8,3882,102,7,16,0
129,5,9,3877,107,5,16,0
130,5,10,3876,108,1,16,0
131,5,11,3873,111,3,16,0
132,5,12,3872,110,1,18,2
133,5,13,3871,110,1,19,1
134,5,14,3869,111,2,20,1
135,5,15,3867,113,2,20,0
136,5,16,3866,114,1,20,0
137,5,17,3865,113,1,22,2
138,5,18,3864,113,1,23,1
139,5,19,3861,116,3,23,0
140,5,20,3861,116,0,23,0
141,5,21,3858,119,3,23,0
142,5,22,3856,121,2,23,0
143,5,23,3855,122,1,23,0
144,6,0,3853,123,2,24,1
145,6,1,3850,126,3,24,0
146,6,2,3849,126,1,25,1
147,6,3,3847,128,2,25,0
148,6,4,3843,131,4,26,1
149,6,5,3840,134,3,26,0
150,6,6,3837,135,3,28,2
151,6,7,3837,135,0,28,0
152,6,8,3835,137,2,28,0
153,6,9,3833,137,2,30,2
154,6,10,3830,140,3,30,0
155,6,11,3828,142,2,30,0
156,6,12,3827,143,1,30,0
157,6,13,3827,142,0,31,1
158,6,14,3821,148,6,31,0
159,6,15,3820,147,1,33,2
160,6,16,3816,150,4,34,1
161,6,17,3812,154,4,34,0
162,6,18,3808,158,4,34,0
163,6,19,3805,161,3,34,0
164,6,20,3801,165,4,34,0
165,6,21,3799,167,2,34,0
166,6,22,3794,170,5,36,2
167,6,23,3790,174,4,36,0
168,7,0,3789,175,1,36,0
169,7,1,3782,182,7,36,0
170,7,2,3778,185,4,37,1
171,7,3,3776,186,2,38,1
172,7,4,3774,187,2,39,1
173,7,5,3770,190,4,40,1
174,7,6,3770,190,0,40,0
175,7,7,3767,190,3,43,3
176,7,8,3766,191,1,43,0
177,7,9,3763,194,3,43,0
178,7,10,3759,195,4,46,3
179,7,11,3755,198,4,47,1
180,7,12,3752,200,3,48,1
181,7,13,3750,202,2,48,0
182,7,14,3747,205,3,48,0
183,7,15,3738,213,9,49,1
184,7,16,3734,217,4,49,0
185,7,17,3728,220,6,52,3
186,7,18,3724,224,4,52,0
187,7,19,3719,228,5,53,1
188,7,20,3710,237,9,53,0
189,7,21,3706,240,4,54,1
190,7,22,3704,241,2,55,1
191,7,23,3702,243,2,55,0
192,8,0,3698,245,4,57,2
193,8,1,3696,247,2,57,0
194,8,2,3692,248,4,60,3
195,8,3,3688,250,4,62,2
196,8,4,3685,252,3,63,1
197,8,5,3677,259,8,64,1
198,8,6,3673,261,4,66,2
199,8,7,3670,262,3,68,2
200,8,8,3666,264,4,70,2
201,8,9,3657,273,9,70,0
202,8,10,3651,277,6,72,2
203,8,11,3650,278,1,72,0
204,8,12,3646,282,4,72,0
205,8,13,3643,284,3,73,1
206,8,14,3638,287,5,75,2
207,8,15,3636,288,2,76,1
208,8,16,3627,296,9,77,1
209,8,17,3616,307,11,77,0
210,8,18,3605,316,11,79,2
211,8,19,3601,318,4,81,2
212,8,20,3598,320,3,82,1
213,8,21,3591,326,7,83,1
214,8,22,3585,331,6,84,1
215,8,23,3575,338,10,87,3
216,9,0,3566,345,9,89,2
217,9,1,3559,349,7,92,3
218,9,2,3555,352,4,93,1
219,9,3,3549,358,6,93,0
220,9,4,3537,367,12,96,3
221,9,5,3526,377,11,97,1
222,9,6,3521,382,5,97,0
223,9,7,3514,388,7,98,1
224,9,8,3506,392,8,102,4
225,9,9,3498,399,8,103,1
226,9,10,3490,406,8,104,1
227,9,11,3484,412,6,104,0
228,9,12,3479,416,5,105,1
229,9,13,3477,417,2,106,1
230,9,14,3467,427,10,106,0
231,9,15,3461,433,6,106,0
232,9,16,3459,435,2,106,0
233,9,17,3449,444,10,107,1
234,9,18,3442,446,7,112,5
235,9,19,3434,453,8,113,1
236,9,20,3426,460,8,114,1
237,9,21,3415,469,11,116,2
238,9,22,3408,474,7,118,2
239,9,23,3402,478,6,120,2
240,10,0,3396,482,6,122,2
241,10,1,3389,485,7,126,4
242,10,2,3381,491,8,128,2
243,10,3,3366,505,15,129,1
244,10,4,3358,511,8,131,2
245,10,5,3350,518,8,132,1
246,10,6,3342,521,8,137,5
247,10,7,3336,526,6,138,1
248,10,8,3327,534,9,139,1
249,10,9,3319,539,8,142,3
250,10,10,3312,544,7,144,2
251,10,11,3302,553,10,145,1
252,10,12,3299,553,3,148,3
253,10,13,3292,559,7,149,1
254,10,14,3284,564,8,152,3
255,10,15,3271,576,13,153,1
256,10,16,3266,577,5,157,4
257,10,17,3258,582,8,160,3
258,10,18,3244,590,14,166,6
259,10,19,3225,607,19,168,2
260,10,20,3216,614,9,170,2
261,10,21,3209,620,7,171,1
262,10,22,3202,625,7,173,2
263,10,23,3197,627,5,176,3
264,11,0,3187,631,10,182,6
265,11,1,3174,644,13,182,0
266,11,2,3163,653,11,184,2
267,11,3,3148,668,15,184,0
268,11,4,3140,674,8,186,2
269,11,5,3126,683,14,191,5
270,11,6,3117,690,9,193,2
271,11,7,3101,704,16,195,2
272,11,8,3088,711,13,201,6
273,11,9,3082,710,6,208,7
274,11,10,3075,712,7,213,5
275,11,11,3063,721,12,216,3
276,11,12,3052,727,11,221,5
277,11,13,3040,739,12,221,0
278,11,14,3032,746,8,222,1
279,11,15,3022,754,10,224,2
280,11,16,3012,762,10,226,2
281,11,17,3000,773,12,227,1
282,11,18,2987,782,13,231,4
283,11,19,2972,795,15,233,2
284,11,20,2963,803,9,234,1
285,11,21,2950,815,13,235,1
286,11,22,2933,829,17,238,3
287,11,23,2915,844,18,241,3
288,12,0,2901,856,14,243,2
289,12,1,2884,872,17,244,1
290,12,2,2869,884,15,247,3
291,12,3,2855,896,14,249,2
292,12,4,2844,903,11,253,4
293,12,5,2837,909,7,254,1
294,12,6,2830,910,7,260,6
295,12,7,2817,922,13,261,1
296,12,8,2806,927,11,267,6
297,12,9,2790,939,16,271,4
298,12,10,2774,952,16,274,3
299,12,11,2766,958,8,276,2
300,12,12,2761,961,5,278,2
301,12,13,2752,967,9,281,3
302,12,14,2734,981,18,285,4
303,12,15,2721,987,13,292,7
304,12,16,2709,993,12,298,6
305,12,17,2700,998,9,302,4
306,12,18,2683,1012,17,305,3
307,12,19,2668,1024,15,308,3
308,12,20,2658,1030,10,312,4
309,12,21,2639,1044,19,317,5
310,12,22,2630,1051,9,319,2
311,12,23,2612,1068,18,320,1
312,13,0,2594,1078,18,328,8
313,13,1,2574,1092,20,334,6
314,13,2,2557,1102,17,341,7
315,13,3,2542,1114,15,344,3
316,13,4,2529,1125,13,346,2
317,13,5,2513,1138,16,349,3
318,13,6,2499,1148,14,353,4
319,13,7,2482,1159,17,359,6
320,13,8,2470,1166,12,364,5
321,13,9,2449,1185,21,366,2
322,13,10,2429,1197,20,374,8
323,13,11,2415,1201,14,384,10
324,13,12,2401,1210,14,389,5
325,13,13,2389,1218,12,393,4
326,13,14,2377,1227,12,396,3
327,13,15,2366,1232,11,402,6
328,13,16,2354,1238,12,408,6
329,13,17,2341,1246,13,413,5
330,13,18,2329,1255,12,416,3
331,13,19,2315,1266,14,419,3
332,13,20,2305,1269,10,426,7
333,13,21,2289,1280,16,431,5
334,13,22,2271,1293,18,436,5
335,13,23,2259,1297,12,444,8
336,14,0,2242,1312,17,446,2
337,14,1,2222,1326,20,452,6
338,14,2,2206,1335,16,459,7
339,14,3,2191,1346,15,463,4
340,14,4,2175,1357,16,468,5
341,14,5,2164,1366,11,470,2
342,14,6,2145,1381,19,474,4
343,14,7,2128,1395,17,477,3
344,14,8,2111,1409,17,480,3
345,14,9,2093,1422,18,485,5
346,14,10,2077,1431,16,492,7
347,14,11,2054,1448,23,498,6
348,14,12,2040,1457,14,503,5
349,14,13,2028,1463,12,509,6
350,14,14,2011,1476,17,513,4
351,14,15,1995,1488,16,517,4
352,14,16,1983,1493,12,524,7
353,14,17,1963,1509,20,528,4
354,14,18,1950,1519,13,531,3
355,14,19,1927,1536,23,537,6
356,14,20,1909,1549,18,542,5
357,14,21,1893,1558,16,549,7
358,14,22,1877,1570,16,553,4
359,14,23,1868,1572,9,560,7
360,15,0,1850,1582,18,568,8
361,15,1,1832,1594,18,574,6
362,15,2,1821,1597,11,582,8
363,15,3,1806,1610,15,584,2
364,15,4,1795,1617,11,588,4
365,15,5,1786,1621,9,593,5
366,15,6,1771,1629,15,600,7
367,15,7,1760,1632,11,608,8
368,15,8,1749,1638,11,613,5
369,15,9,1731,1650,18,619,6
370,15,10,1713,1661,18,626,7
371,15,11,1694,1673,19,633,7
372,15,12,1679,1678,15,643,10
373,15,13,1665,1685,14,650,7
374,15,14,1651,1692,14,657,7
375,15,15,1631,1701,20,668,11
376,15,16,1612,1717,19,671,3
377,15,17,1599,1726,13,675,4
378,15,18,1578,1742,21,680,5
379,15,19,1568,1747,10,685,5
380,15,20,1557,1751,11,692,7
381,15,21,1539,1759,18,702,10
382,15,22,1529,1768,10,703,1
383,15,23,1514,1777,15,709,6
384,16,0,1498,1785,16,717,8
385,16,1,1484,1791,14,725,8
386,16,2,1475,1791,9,734,9
387,16,3,1470,1787,5,743,9
388,16,4,1455,1793,15,752,9
389,16,5,1448,1794,7,758,6
390,16,6,1430,1802,18,768,10
391,16,7,1416,1809,14,775,7
392,16,8,1403,1812,13,785,10
393,16,9,1394,1814,9,792,7
394,16,10,1387,1815,7,798,6
395,16,11,1370,1825,17,805,7
396,16,12,1358,1828,12,814,9
397,16,13,1344,1833,14,823,9
398,16,14,1333,1833,11,834,11
399,16,15,1320,1837,13,843,9
400,16,16,1311,1842,9,847,4
401,16,17,1299,1847,12,854,7
402,16,18,1287,1846,12,867,13
403,16,19,1273,1852,14,875,8
404,16,20,1267,1851,6,882,7
405,16,21,1253,1864,14,883,1
406,16,22,1244,1865,9,891,8
407,16,23,1233,1869,11,898,7
408,17,0,1224,1869,9,907,9
409,17,1,1212,1874,12,914,7
410,17,2,1204,1874,8,922,8
411,17,3,1192,1877,12,931,9
412,17,4,1185,1875,7,940,9
413,17,5,1173,1876,12,951,11
414,17,6,1160,1886,13,954,3
415,17,7,1148,1889,12,963,9
416,17,8,1138,1888,10,974,11
417,17,9,1123,1896,15,981,7
418,17,10,1107,1905,16,988,7
419,17,11,1096,1906,11,998,10
420,17,12,1081,1916,15,1003,5
421,17,13,1065,1926,16,1009,6
422,17,14,1054,1931,11,1015,6
423,17,15,1047,1934,7,1019,4
424,17,16,1038,1933,9,1029,10
425,17,17,1026,1934,12,1040,11
426,17,18,1014,1932,12,1054,14
427,17,19,1001,1937,13,1062,8
428,17,20,994,1937,7,1069,7
429,17,21,989,1932,5,1079,10
430,17,22,980,1931,9,1089,10
431,17,23,969,1939,11,1092,3
432,18,0,963,1940,6,1097,5
433,18,1,955,1938,8,1107,10
434,18,2,944,1943,11,1113,6
435,18,3,939,1940,5,1121,8
436,18,4,932,1937,7,1131,10
437,18,5,927,1935,5,1138,7
438,18,6,915,1943,12,1142,4
439,18,7,908,1943,7,1149,7
440,18,8,891,1952,17,1157,8
441,18,9,879,1957,12,1164,7
442,18,10,869,1958,10,1173,9
443,18,11,856,1965,13,1179,6
444,18,12,847,1968,9,1185,6
445,18,13,842,1965,5,1193,8
446,18,14,836,1967,6,1197,4
447,18,15,829,1957,7,1214,17
448,18,16,823,1954,6,1223,9
449,18,17,815,1953,8,1232,9
450,18,18,802,1961,13,1237,5
451,18,19,797,1959,5,1244,7
452,18,20,791,1956,6,1253,9
453,18,21,784,1954,7,1262,9
454,18,22,775,1958,9,1267,5
455,18,23,761,1961,14,1278,11
456,19,0,756,1957,5,1287,9
457,19,1,748,1959,8,1293,6
458,19,2,740,1959,8,1301,8
459,19,3,730,1962,10,1308,7
460,19,4,720,1959,10,1321,13
461,19,5,713,1962,7,1325,4
462,19,6,711,1951,2,1338,13
463,19,7,705,1952,6,1343,5
464,19,8,700,1950,5,1350,7
465,19,9,691,1954,9,1355,5
466,19,10,683,1956,8,1361,6
467,19,11,673,1956,10,1371,10
468,19,12,662,1957,11,1381,10
469,19,13,657,1957,5,1386,5
470,19,14,650,1959,7,1391,5
471,19,15,641,1960,9,1399,8
472,19,16,626,1961,15,1413,14
473,19,17,619,1960,7,1421,8
474,19,18,614,1958,5,1428,7
475,19,19,606,1957,8,1437,9
476,19,20,597,1956,9,1447,10
477,19,21,586,1961,11,1453,6
478,19,22,576,1956,10,1468,15
479,19,23,573,1947,3,1480,12
480,20,0,569,1942,4,1489,9
481,20,1,565,1935,4,1500,11
482,20,2,560,1932,5,1508,8
483,20,3,553,1933,7,1514,6
484,20,4,546,1931,7,1523,9
485,20,5,541,1931,5,1528,5
486,20,6,536,1926,5,1538,10
487,20,7,532,1914,4,1554,16
488,20,8,522,1917,10,1561,7
489,20,9,519,1912,3,1569,8
490,20,10,511,1915,8,1574,5
491,20,11,504,1916,7,1580,6
492,20,12,501,1910,3,1589,9
493,20,13,497,1906,4,1597,8
494,20,14,494,1904,3,1602,5
495,20,15,488,1904,6,1608,6
496,20,16,487,1899,1,1614,6
497,20,17,485,1893,2,1622,8
498,20,18,484,1887,1,1629,7
499,20,19,478,1885,6,1637,8
500,20,20,473,1884,5,1643,6
501,20,21,473,1874,0,1653,10
502,20,22,469,1870,4,1661,8
503,20,23,464,1864,5,1672,11
504,21,0,462,1861,2,1677,5
505,21,1,460,1859,2,1681,4
506,21,2,458,1855,2,1687,6
507,21,3,452,1853,6,1695,8
508,21,4,450,1848,2,1702,7
509,21,5,447,1845,3,1708,6
510,21,6,441,1846,6,1713,5
511,21,7,437,1844,4,1719,6
512,21,8,433,1838,4,1729,10
513,21,9,430,1834,3,1736,7
514,21,10,428,1827,2,1745,9
515,21,11,422,1821,6,1757,12
516,21,12,419,1817,3,1764,7
517,21,13,416,1812,3,1772,8
518,21,14,413,1811,3,1776,4
519,21,15,406,1807,7,1787,11
520,21,16,399,1804,7,1797,10
521,21,17,397,1801,2,1802,5
522,21,18,393,1795,4,1812,10
523,21,19,392,1792,1,1816,4
524,21,20,388,1788,4,1824,8
525,21,21,384,1785,4,1831,7
526,21,22,377,1782,7,1841,10
527,21,23,374,1774,3,1852,11
528,22,0,373,1768,1,1859,7
529,22,1,367,1764,6,1869,10
530,22,2,364,1760,3,1876,7
531,22,3,362,1757,2,1881,5
532,22,4,356,1754,6,1890,9
533,22,5,354,1749,2,1897,7
534,22,6,352,1741,2,1907,10
535,22,7,347,1734,5,1919,12
536,22,8,344,1730,3,1926,7
537,22,9,340,1728,4,1932,6
538,22,10,337,1722,3,1941,9
539,22,11,336,1714,1,1950,9
540,22,12,334,1712,2,1954,4
541,22,13,333,1704,1,1963,9
542,22,14,330,1704,3,1966,3
543,22,15,328,1703,2,1969,3
544,22,16,324,1702,4,1974,5
545,22,17,321,1699,3,1980,6
546,22,18,320,1693,1,1987,7
547,22,19,319,1685,1,1996,9
548,22,20,317,1681,2,2002,6
549,22,21,315,1675,2,2010,8
550,22,22,313,1672,2,2015,5
551,22,23,313,1661,0,2026,11
552,23,0,310,1659,3,2031,5
553,23,1,308,1652,2,2040,9
554,23,2,307,1650,1,2043,3
555,23,3,307,1641,0,2052,9
556,23,4,305,1639,2,2056,4
557,23,5,301,1639,4,2060,4
558,23,6,297,1638,4,2065,5
559,23,7,297,1627,0,2076,11
560,23,8,297,1616,0,2087,11
561,23,9,295,1611,2,2094,7
562,23,10,293,1609,2,2098,4
563,23,11,290,1605,3,2105,7
564,23,12,287,1602,3,2111,6
565,23,13,287,1595,0,2118,7
566,23,14,283,1595,4,2122,4
567,23,15,280,1593,3,2127,5
568,23,16,275,1591,5,2134,7
569,23,17,271,1587,4,2142,8
570,23,18,270,1584,1,2146,4
571,23,19,266,1577,4,2157,11
572,23,20,265,1572,1,2163,6
573,23,21,262,1571,3,2167,4
574,23,22,259,1561,3,2180,13
575,23,23,255,1561,4,2184,4
576,24,0,253,1558,2,2189,5
577,24,1,252,1554,1,2194,5
578,24,2,248,1549,4,2203,9
579,24,3,246,1548,2,2206,3
580,24,4,246,1544,0,2210,4
581,24,5,242,1541,4,2217,7
582,24,6,242,1533,0,2225,8
583,24,7,242,1530,0,2228,3
584,24,8,239,1523,3,2238,10
585,24,9,238,1514,1,2248,10
586,24,10,235,1509,3,2256,8
587,24,11,233,1500,2,2267,11
588,24,12,233,1497,0,2270,3
589,24,13,232,1494,1,2274,4
590,24,14,230,1491,2,2279,5
591,24,15,226,1488,4,2286,7
592,24,16,226,1485,0,2289,3
593,24,17,225,1484,1,2291,2
594,24,18,222,1484,3,2294,3
595,24,19,221,1475,1,2304,10
596,24,20,219,1472,2,2309,5
597,24,21,216,1472,3,2312,3
598,24,22,213,1470,3,2317,5
599,24,23,211,1465,2,2324,7
600,25,0,211,1456,0,2333,9
601,25,1,209,1450,2,2341,8
602,25,2,208,1441,1,2351,10
603,25,3,208,1439,0,2353,2
604,25,4,206,1436,2,2358,5
605,25,5,206,1432,0,2362,4
606,25,6,206,1427,0,2367,5
607,25,7,204,1421,2,2375,8
608,25,8,200,1420,4,2380,5
609,25,9,197,1416,3,2387,7
610,25,10,197,1414,0,2389,2
611,25,11,197,1408,0,2395,6
612,25,12,197,1405,0,2398,3
613,25,13,197,1399,0,2404,6
614,25,14,197,1396,0,2407,3
615,25,15,193,1390,4,2417,10
616,25,16,190,1390,3,2420,3
617,25,17,190,1383,0,2427,7
618,25,18,188,1380,2,2432,5
619,25,19,182,1381,6,2437,5
620,25,20,179,1380,3,2441,4
621,25,21,177,1375,2,2448,7
622,25,22,175,1374,2,2451,3
623,25,23,173,1365,2,2462,11
624,26,0,172,1361,1,2467,5
625,26,1,171,1356,1,2473,6
626,26,2,171,1348,0,2481,8
627,26,3,170,1346,1,2484,3
628,26,4,170,1340,0,2490,6
629,26,5,170,1334,0,2496,6
630,26,6,169,1328,1,2503,7
631,26,7,168,1326,1,2506,3
632,26,8,168,1317,0,2515,9
633,26,9,168,1314,0,2518,3
634,26,10,164,1311,4,2525,7
635,26,11,163,1309,1,2528,3
636,26,12,162,1305,1,2533,5
637,26,13,162,1300,0,2538,5
638,26,14,162,1292,0,2546,8
639,26,15,162,1286,0,2552,6
640,26,16,162,1280,0,2558,6
641,26,17,161,1275,1,2564,6
642,26,18,160,1272,1,2568,4
643,26,19,158,1270,2,2572,4
644,26,20,158,1268,0,2574,2
645,26,21,158,1266,0,2576,2
646,26,22,158,1256,0,2586,10
647,26,23,157,1254,1,2589,3
648,27,0,156,1253,1,2591,2
649,27,1,154,1252,2,2594,3
650,27,2,153,1248,1,2599,5
651,27,3,153,1248,0,2599,0
652,27,4,151,1245,2,2604,5
653,27,5,151,1240,0,2609,5
654,27,6,150,1235,1,2615,6
655,27,7,150,1230,0,2620,5
656,27,8,148,1228,2,2624,4
657,27,9,148,1221,0,2631,7
658,27,10,147,1219,1,2634,3
659,27,11,147,1216,0,2637,3
660,27,12,147,1212,0,2641,4
661,27,13,146,1208,1,2646,5
662,27,14,145,1204,1,2651,5
663,27,15,144,1200,1,2656,5
664,27,16,143,1198,1,2659,3
665,27,17,143,1190,0,2667,8
666,27,18,141,1185,2,2674,7
667,27,19,141,1180,0,2679,5
668,27,20,136,1178,5,2686,7
669,27,21,136,1171,0,2693,7
670,27,22,135,1168,1,2697,4
671,27,23,133,1166,2,2701,4
672,28,0,131,1160,2,2709,8
673,28,1,130,1154,1,2716,7
674,28,2,130,1152,0,2718,2
675,28,3,130,1148,0,2722,4
676,28,4,128,1141,2,2731,9
677,28,5,128,1139,0,2733,2
678,28,6,126,1138,2,2736,3
679,28,7,124,1137,2,2739,3
680,28,8,123,1133,1,2744,5
681,28,9,123,1126,0,2751,7
682,28,10,123,1123,0,2754,3
683,28,11,123,1120,0,2757,3
684,28,12,121,1118,2,2761,4
685,28,13,121,1115,0,2764,3
686,28,14,120,1114,1,2766,2
687,28,15,120,1109,0,2771,5
688,28,16,117,1112,3,2771,0
689,28,17,117,1108,0,2775,4
690,28,18,116,1102,1,2782,7
691,28,19,113,1102,3,2785,3
692,28,20,113,1095,0,2792,7
693,28,21,111,1093,2,2796,4
694,28,22,111,1085,0,2804,8
695,28,23,110,1078,1,2812,8
696,29,0,108,1075,2,2817,5
697,29,1,107,1072,1,2821,4
698,29,2,107,1067,0,2826,5
699,29,3,107,1065,0,2828,2
700,29,4,105,1060,2,2835,7
701,29,5,105,1053,0,2842,7
702,29,6,102,1053,3,2845,3
703,29,7,102,1049,0,2849,4
704,29,8,102,1044,0,2854,5
705,29,9,102,1040,0,2858,4
706,29,10,101,1038,1,2861,3
707,29,11,101,1028,0,2871,10
708,29,12,100,1025,1,2875,4
709,29,13,100,1020,0,2880,5
710,29,14,100,1015,0,2885,5
711,29,15,100,1010,0,2890,5
712,29,16,100,1008,0,2892,2
713,29,17,99,1003,1,2898,6
714,29,18,98,998,1,2904,6
715,29,19,96,996,2,2908,4
716,29,20,96,994,0,2910,2
717,29,21,96,987,0,2917,7
718,29,22,96,986,0,2918,1
719,29,23,96,983,0,2921,3
720,30,0,96,980,0,2924,3
721,30,1,94,977,2,2929,5
722,30,2,93,974,1,2933,4
723,30,3,93,971,0,2936,3
724,30,4,93,963,0,2944,8
725,30,5,93,959,0,2948,4
726,30,6,92,960,1,2948,0
727,30,7,92,957,0,2951,3
728,30,8,90,952,2,2958,7
729,30,9,90,947,0,2963,5
730,30,10,87,945,3,2968,5
731,30,11,87,938,0,2975,7
732,30,12,87,931,0,2982,7
733,30,13,87,926,0,2987,5
734,30,14,87,918,0,2995,8
735,30,15,87,914,0,2999,4
736,30,16,87,909,0,3004,5
737,30,17,87,903,0,3010,6
738,30,18,87,903,0,3010,0
739,30,19,87,901,0,3012,2
740,30,20,87,899,0,3014,2
741,30,21,87,897,0,3016,2
742,30,22,85,892,2,3023,7
743,30,23,85,887,0,3028,5
744,31,0,85,882,0,3033,5
745,31,1,84,881,1,3035,2
746,31,2,82,876,2,3042,7
747,31,3,81,872,1,3047,5
748,31,4,81,867,0,3052,5
749,31,5,81,866,0,3053,1
750,31,6,81,862,0,3057,4
751,31,7,80,856,1,3064,7
752,31,8,79,853,1,3068,4
753,31,9,79,852,0,3069,1
754,31,10,78,850,1,3072,3
755,31,11,78,846,0,3076,4
756,31,12,78,844,0,3078,2
757,31,13,77,841,1,3082,4
758,31,14,77,838,0,3085,3
759,31,15,77,834,0,3089,4
760,31,16,76,830,1,3094,5
761,31,17,75,828,1,3097,3
762,31,18,75,824,0,3101,4
763,31,19,74,822,1,3104,3
764,31,20,74,816,0,3110,6
765,31,21,74,812,0,3114,4
766,31,22,74,806,0,3120,6
767,31,23,74,801,0,3125,5
768,32,0,74,798,0,3128,3
769,32,1,74,796,0,3130,2
770,32,2,73,791,1,3136,6
771,32,3,73,788,0,3139,3
772,32,4,73,784,0,3143,4
773,32,5,73,782,0,3145,2
774,32,6,73,776,0,3151,6
775,32,7,73,774,0,3153,2
776,32,8,73,771,0,3156,3
777,32,9,73,768,0,3159,3
778,32,10,72,762,1,3166,7
779,32,11,72,760,0,3168,2
780,32,12,72,755,0,3173,5
781,32,13,72,749,0,3179,6
782,32,14,72,748,0,3180,1
783,32,15,72,747,0,3181,1
784,32,16,72,742,0,3186,5
785,32,17,72,738,0,3190,4
786,32,18,72,734,0,3194,4
787,32,19,72,733,0,3195,1
788,32,20,72,732,0,3196,1
789,32,21,71,725,1,3204,8
790,32,22,71,722,0,3207,3
791,32,23,70,722,1,3208,1
792,33,0,68,720,2,3212,4
793,33,1,68,718,0,3214,2
