tick,day,hour,S_susceptible,I_total_infect,new_infect,R_total_recov,new_recov
0,0,0,3990,10,10,0,0
1,0,1,3990,10,0,0,0
2,0,2,3990,10,0,0,0
3,0,3,3990,10,0,0,0
4,0,4,3990,10,0,0,0
5,0,5,3990,10,0,0,0
6,0,6,3990,10,0,0,0
7,0,7,3990,10,0,0,0
8,0,8,3990,10,0,0,0
9,0,9,3989,11,1,0,0
10,0,10,3989,11,0,0,0
11,0,11,3989,11,0,0,0
12,0,12,3989,11,0,0,0
13,0,13,3989,11,0,0,0
14,0,14,3989,11,0,0,0
15,0,15,3989,11,0,0,0
16,0,16,3989,10,0,1,1
17,0,17,3989,10,0,1,0
18,0,18,3989,10,0,1,0
19,0,19,3989,10,0,1,0
20,0,20,3989,10,0,1,0
21,0,21,3989,10,0,1,0
22,0,22,3989,10,0,1,0
23,0,23,3989,10,0,1,0
24,1,0,3989,10,0,1,0
25,1,1,3989,10,0,1,0
26,1,2,3989,9,0,2,1
27,1,3,3989,9,0,2,0
28,1,4,3989,9,0,2,0
29,1,5,3989,9,0,2,0
30,1,6,3989,9,0,2,0
31,1,7,3989,9,0,2,0
32,1,8,3988,10,1,2,0
33,1,9,3988,10,0,2,0
34,1,10,3988,10,0,2,0
35,1,11,3988,9,0,3,1
36,1,12,3988,9,0,3,0
37,1,13,3988,8,0,4,1
38,1,14,3988,8,0,4,0
39,1,15,3988,8,0,4,0
40,1,16,3988,8,0,4,0
41,1,17,3988,8,0,4,0
42,1,18,3988,8,0,4,0
43,1,19,3988,8,0,4,0
44,1,20,3987,9,1,4,0
45,1,21,3987,9,0,4,0
46,1,22,3986,10,1,4,0
47,1,23,3986,10,0,4,0
48,2,0,3986,10,0,4,0
49,2,1,3986,10,0,4,0
50,2,2,3986,10,0,4,0
51,2,3,3986,10,0,4,0
52,2,4,3985,11,1,4,0
53,2,5,3985,11,0,4,0
54,2,6,3985,11,0,4,0
55,2,7,3985,11,0,4,0
56,2,8,3985,11,0,4,0
57,2,9,3985,11,0,4,0
58,2,10,3985,11,0,4,0
59,2,11,3985,11,0,4,0
60,2,12,3985,11,0,4,0
61,2,13,3985,11,0,4,0
62,2,14,3985,11,0,4,0
63,2,15,3985,11,0,4,0
64,2,16,3985,11,0,4,0
65,2,17,3985,11,0,4,0
66,2,18,3985,11,0,4,0
67,2,19,3985,11,0,4,0
68,2,20,3985,11,0,4,0
69,2,21,3985,11,0,4,0
70,2,22,3984,12,1,4,0
71,2,23,3984,12,0,4,0
72,3,0,3984,12,0,4,0
73,3,1,3983,13,1,4,0
74,3,2,3983,13,0,4,0
75,3,3,3983,13,0,4,0
76,3,4,3983,13,0,4,0
77,3,5,3983,12,0,5,1
78,3,6,3982,13,1,5,0
79,3,7,3981,14,1,5,0
80,3,8,3981,14,0,5,0
81,3,9,3981,14,0,5,0
82,3,10,3981,14,0,5,0
83,3,11,3981,14,0,5,0
84,3,12,3981,14,0,5,0
85,3,13,3981,14,0,5,0
86,3,14,3981,14,0,5,0
87,3,15,3981,14,0,5,0
88,3,16,3981,14,0,5,0
89,3,17,3981,14,0,5,0
90,3,18,3979,16,2,5,0
91,3,19,3978,17,1,5,0
92,3,20,3978,17,0,5,0
93,3,21,3978,17,0,5,0
94,3,22,3977,18,1,5,0
95,3,23,3977,18,0,5,0
96,4,0,3976,19,1,5,0
97,4,1,3975,20,1,5,0
98,4,2,3974,21,1,5,0
99,4,3,3974,21,0,5,0
100,4,4,3973,22,1,5,0
101,4,5,3973,22,0,5,0
102,4,6,3973,22,0,5,0
103,4,7,3972,23,1,5,0
104,4,8,3972,23,0,5,0
105,4,9,3971,24,1,5,0
106,4,10,3970,25,1,5,0
107,4,11,3970,24,0,6,1
108,4,12,3969,25,1,6,0
109,4,13,3969,24,0,7,1
110,4,14,3969,24,0,7,0
111,4,15,3968,25,1,7,0
112,4,16,3966,27,2,7,0
113,4,17,3965,28,1,7,0
114,4,18,3965,28,0,7,0
115,4,19,3965,28,0,7,0
116,4,20,3965,28,0,7,0
